Genre,NA_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
1,1.05,88,67,8.8,545,4
1,1.05,83,90,8.4,932,3
1,1.05,55,61,3.5,145,3
1,1.03,92,100,8.6,6383,4
1,1.02,80,18,6.7,87,2
1,1.02,76,20,5.5,65,1
1,1.01,84,85,8.1,1886,4
1,1.01,71,47,6.6,233,3
1,1.01,76,7,7.7,10,2
1,1.01,81,42,6.5,325,4
1,0.99,86,23,8.2,56,4
1,0.99,84,60,9,212,4
1,0.99,75,46,8.6,113,4
1,0.98,96,82,9.4,767,4
1,0.97,74,38,6.5,79,2
1,0.96,62,36,7.6,22,3
1,0.96,90,69,7.9,2954,3
1,0.96,74,58,7.9,1287,4
1,0.96,77,39,7.8,28,4
1,0.96,47,9,5,38,1
1,0.96,86,18,8.5,3552,4
1,0.95,87,14,8.8,45,4
1,0.95,79,58,8,62,2
1,0.95,61,59,5.7,180,3
1,0.92,91,89,8.8,152,4
1,0.9,71,16,7.6,49,1
1,0.9,79,59,7.2,114,2
1,0.9,78,15,5.8,712,4
1,0.9,72,13,6.1,14,2
1,0.89,89,56,9,203,1
1,0.89,89,79,8.7,768,4
1,0.89,75,56,8.3,99,4
1,0.88,92,44,8.8,204,3
1,0.88,82,50,7.9,135,4
1,0.88,75,54,8.2,267,2
1,0.88,85,16,6.6,694,4
1,0.87,64,8,7.1,7,1
1,0.86,82,50,7.7,384,4
1,0.86,71,34,5.7,33,4
1,0.86,74,26,7.8,387,4
1,0.86,76,14,7.3,11,1
1,0.85,47,21,6.6,129,4
1,0.85,74,79,7.8,458,4
1,0.85,79,71,6.5,482,3
1,0.84,75,43,7.8,42,2
1,0.84,78,83,7.8,356,4
1,0.83,60,77,6.1,1409,4
1,0.82,65,69,7.1,71,3
1,0.82,93,74,8.6,68,3
1,0.82,61,44,8.1,54,3
1,0.82,83,60,8.3,40,3
1,0.82,79,9,4.1,34,1
1,0.81,76,86,6.8,1319,4
1,0.8,63,41,6.8,121,3
1,0.8,77,4,7.9,8,1
1,0.79,84,61,8,248,4
1,0.78,91,77,9.1,933,3
1,0.78,75,37,7.9,67,4
1,0.77,82,22,7.9,76,2
1,0.76,65,12,7.7,6,1
1,0.75,79,76,6.9,216,4
1,0.75,80,35,6.6,38,2
1,0.75,84,25,9.1,16,2
1,0.75,87,69,9.1,293,3
1,0.73,73,14,7,13,2
1,0.73,87,12,8,585,4
1,0.72,89,35,7.9,781,4
1,0.72,75,24,7.7,33,2
1,0.72,77,8,8.9,17,2
1,0.72,78,46,8,110,3
1,0.72,65,33,7.1,75,3
1,0.72,79,75,4.5,2380,4
1,0.72,85,60,7.6,88,3
1,0.71,82,41,8.2,68,3
1,0.71,68,40,6.6,167,4
1,0.71,86,17,9.2,326,4
1,0.71,85,75,6.7,288,4
1,0.71,33,58,4.8,479,4
1,0.71,84,72,7.5,533,4
1,0.71,84,31,9.1,31,3
1,0.71,73,34,8.2,30,1
1,0.71,79,45,8.2,38,3
1,0.69,69,8,7.2,26,2
1,0.69,62,11,5.5,8,1
1,0.68,79,51,7.1,453,4
1,0.68,94,70,9,160,4
1,0.67,75,47,7.6,122,4
1,0.67,83,81,7.9,292,4
1,0.67,71,16,8.8,8,1
1,0.67,85,59,8.1,148,4
1,0.66,83,100,8.1,1156,3
1,0.65,79,53,7.7,308,4
1,0.65,81,74,8,302,4
1,0.65,80,41,8.8,30,3
1,0.65,63,27,7.1,7,3
1,0.64,80,49,8.5,73,2
1,0.64,75,69,7.5,265,4
1,0.64,61,11,6,5,2
1,0.64,78,68,6.4,694,4
1,0.63,78,24,9.3,201,3
1,0.63,71,94,4.5,5096,3
1,0.63,68,65,6,160,3
1,0.63,76,47,8.3,136,4
1,0.63,73,71,7.7,224,4
1,0.63,86,55,7.2,74,1
1,0.62,78,22,6.1,402,4
1,0.62,89,34,8.9,557,4
1,0.62,71,41,7.4,25,2
1,0.62,82,88,8,268,4
1,0.61,52,37,6.2,106,3
1,0.61,67,25,6.1,31,2
1,0.61,68,10,7.8,32,2
1,0.6,76,91,6.3,635,4
1,0.6,77,12,8.4,16,2
1,0.6,57,6,5,5,1
1,0.6,74,52,7.9,54,3
1,0.59,83,30,7.5,511,4
1,0.59,83,22,7.7,262,2
1,0.59,81,74,8,267,4
1,0.59,59,19,5.1,20,3
1,0.59,53,43,5.4,437,4
1,0.59,76,29,8.5,28,2
1,0.59,62,12,7.2,11,1
1,0.58,64,48,6.4,182,3
1,0.58,84,63,8.2,311,4
1,0.58,83,11,8.6,26,2
1,0.58,93,85,8.3,280,4
1,0.58,76,81,8.3,662,3
1,0.58,72,32,7.3,318,4
1,0.58,77,41,8.6,74,4
1,0.57,79,64,8.3,544,3
1,0.57,74,15,8.7,35,1
1,0.57,88,46,7.5,155,4
1,0.57,82,58,7.5,383,4
1,0.57,92,41,7.8,72,3
1,0.57,85,46,8.5,111,4
1,0.56,69,17,7.3,18,3
1,0.56,76,26,6.3,278,4
1,0.56,73,15,8.3,30,3
1,0.56,86,74,8.4,329,3
1,0.56,67,18,8.2,10,2
1,0.56,73,13,7.4,21,2
1,0.55,75,65,7.3,1223,4
1,0.55,79,42,8,52,2
1,0.55,86,30,7.4,92,3
1,0.55,48,9,6.4,13,1
1,0.55,52,56,4.9,330,4
1,0.55,38,14,5,6,1
1,0.55,81,50,8,45,2
1,0.54,83,51,8.5,120,4
1,0.54,71,40,8.3,94,4
1,0.54,63,6,7.7,9,2
1,0.54,71,52,7.7,71,3
1,0.54,73,54,7,31,2
1,0.54,81,73,7,189,3
1,0.54,83,61,7.6,162,4
1,0.54,68,29,6.7,48,2
1,0.53,78,17,9.1,90,3
1,0.53,70,71,7.2,318,4
1,0.53,73,73,7.6,179,1
1,0.53,76,57,6.6,198,3
1,0.53,80,56,8.3,154,3
1,0.53,78,35,5.2,53,2
1,0.53,77,14,8.3,27,1
1,0.53,84,23,8.5,21,3
1,0.52,87,45,8.6,34,3
1,0.52,76,36,7.3,34,2
1,0.52,71,28,8.3,22,3
1,0.52,77,70,7.7,758,4
1,0.52,83,52,7.7,115,4
1,0.52,45,6,7.8,11,2
1,0.52,71,10,7.8,31,3
1,0.52,73,13,7.5,12,2
1,0.52,58,28,5.9,14,3
1,0.51,76,24,8.1,99,3
1,0.51,90,86,8,597,4
1,0.51,61,11,6.7,44,3
1,0.5,75,61,7.7,297,4
1,0.5,81,28,7.5,81,2
1,0.5,85,62,8,468,4
1,0.5,70,29,8.7,29,1
1,0.5,74,69,7.3,540,3
1,0.5,70,20,6.7,7,2
1,0.5,61,8,5.5,18,3
1,0.5,52,29,7.5,39,4
1,0.49,68,7,7.4,33,3
1,0.49,75,21,5.9,47,2
1,0.49,63,8,9,4,1
1,0.49,47,5,5.4,10,1
1,0.48,55,22,6,250,4
1,0.48,83,75,8.7,487,2
1,0.48,52,36,4.9,222,4
1,0.48,88,82,8.3,818,4
1,0.48,83,55,7.5,35,4
1,0.48,74,69,7,173,4
1,0.48,58,31,6.3,32,2
1,0.47,73,42,6.5,403,4
1,0.47,56,36,7.1,50,2
1,0.47,85,59,7.3,245,3
1,0.47,70,25,7.1,16,2
1,0.47,77,27,6.4,194,4
1,0.47,65,72,6.9,60,4
1,0.47,71,7,7.4,5,1
1,0.46,89,66,8.9,443,3
1,0.46,85,54,7.2,406,4
1,0.46,72,53,7.5,292,4
1,0.46,75,55,8,60,4
1,0.46,67,12,7,8,2
1,0.46,79,45,8.4,74,4
1,0.46,69,63,7.1,120,4
1,0.46,44,7,6.5,16,3
1,0.45,83,66,8,291,4
1,0.45,80,61,7.9,746,4
1,0.45,75,70,6.2,1311,4
1,0.45,75,42,7.2,166,3
1,0.45,64,19,6.1,38,3
1,0.45,59,29,8.7,31,1
1,0.45,83,63,8,456,4
1,0.45,81,74,8.6,176,4
1,0.45,79,17,8.1,18,3
1,0.44,87,54,7.7,355,4
1,0.44,79,33,8.4,38,4
1,0.44,77,36,7.7,30,2
1,0.44,76,37,6.4,522,4
1,0.44,71,24,7,186,4
1,0.44,57,43,6.3,192,4
1,0.44,71,9,6,8,1
1,0.44,62,19,8.9,39,1
1,0.44,77,29,7.3,29,4
1,0.44,84,52,8.5,72,4
1,0.43,85,49,6.4,241,4
1,0.43,80,54,6.7,178,4
1,0.43,63,38,7.2,69,4
1,0.43,65,42,6.6,47,3
1,0.43,70,10,8.1,49,3
1,0.43,84,23,8.3,13,1
1,0.43,48,10,6.4,5,3
1,0.43,79,53,8.5,125,3
1,0.43,84,8,8.7,11,1
1,0.43,90,44,8.9,236,3
1,0.43,62,16,6.7,12,1
1,0.42,68,66,5.1,1147,4
1,0.42,61,4,5.2,11,2
1,0.42,73,69,6.9,159,1
1,0.42,74,27,8.8,158,4
1,0.42,83,70,7.8,237,4
1,0.42,73,8,5.9,10,1
1,0.41,86,73,8.4,255,4
1,0.41,74,21,8.2,62,1
1,0.41,95,10,7.3,900,4
1,0.41,72,6,5.2,25,2
1,0.41,67,53,7.2,50,4
1,0.41,60,25,7,12,1
1,0.41,82,13,8.7,23,3
1,0.41,64,42,7.8,19,3
1,0.41,61,46,5,6,1
1,0.41,69,42,7.9,42,3
1,0.4,76,8,7.6,11,2
1,0.4,82,52,4.3,1197,4
1,0.4,77,13,8.2,11,3
1,0.4,56,18,6.1,9,2
1,0.39,57,53,7.6,47,4
1,0.39,96,57,7.9,3756,4
1,0.39,77,18,4.8,42,2
1,0.39,84,58,8.4,208,4
1,0.39,69,16,5.8,22,2
1,0.39,53,17,7.2,17,3
1,0.39,56,23,6.5,13,2
1,0.38,87,54,8.2,147,4
1,0.38,71,30,7.5,49,3
1,0.38,80,47,7.9,468,4
1,0.38,54,45,7.1,57,3
1,0.38,86,4,7.1,18,2
1,0.38,70,17,6.7,44,2
1,0.38,62,7,4.6,20,1
1,0.38,80,76,8.4,178,4
1,0.38,93,52,8.3,115,3
1,0.38,69,34,7.2,28,2
1,0.37,85,53,8.6,73,4
1,0.37,83,88,7.8,621,4
1,0.37,82,16,8.3,85,2
1,0.37,73,43,7.1,75,2
1,0.37,69,30,6.5,6,1
1,0.37,55,58,7,110,3
1,0.37,66,31,5.3,13,2
1,0.37,69,11,8.1,12,1
1,0.37,76,41,8.4,46,4
1,0.37,48,26,6.8,13,1
1,0.36,77,21,6.3,18,2
1,0.36,87,29,8.6,53,4
1,0.36,73,42,7.1,34,2
1,0.36,79,39,6.8,179,4
1,0.36,55,32,7,28,3
1,0.36,47,8,5.6,15,3
1,0.36,53,55,6.4,229,3
1,0.36,68,36,8.4,17,3
1,0.36,81,72,8.2,146,4
1,0.36,68,57,8.6,87,3
1,0.36,51,23,4.7,30,4
1,0.35,68,10,8.2,27,3
1,0.35,84,39,7.1,422,4
1,0.35,85,41,8.8,315,4
1,0.35,49,6,6.2,5,1
1,0.35,67,43,6.9,8,3
1,0.35,79,24,7.3,430,4
1,0.35,67,38,6,39,4
1,0.35,81,39,7.2,139,3
1,0.35,76,4,8.3,6,2
1,0.35,69,18,6.9,49,2
1,0.35,56,10,7,4,2
1,0.34,80,41,6.6,132,1
1,0.34,86,13,9,91,4
1,0.34,84,27,7.7,314,4
1,0.34,78,74,7.9,96,3
1,0.34,65,30,7.6,62,4
1,0.34,94,53,9.3,439,4
1,0.34,82,43,8.5,11,3
1,0.34,63,23,8,45,3
1,0.34,70,12,5.9,48,2
1,0.34,69,29,7.6,36,3
1,0.33,80,5,6.8,12,2
1,0.33,82,6,8.8,37,2
1,0.33,68,5,7.7,25,2
1,0.33,71,10,7.6,58,2
1,0.33,85,46,8.4,28,4
1,0.33,50,14,5.9,21,4
1,0.33,85,27,8.6,15,2
1,0.32,70,46,7,80,2
1,0.32,91,80,8.2,1217,4
1,0.32,42,27,6.2,45,3
1,0.32,77,14,8.7,32,4
1,0.32,82,8,4.9,62,2
1,0.32,59,35,5.5,22,1
1,0.32,69,20,6.3,13,2
1,0.32,50,4,6,5,3
1,0.32,27,9,4.8,26,2
1,0.31,83,40,7.7,645,4
1,0.31,65,9,8,11,1
1,0.31,82,8,8,71,2
1,0.31,73,64,7.3,51,3
1,0.31,59,23,6.6,10,3
1,0.31,58,55,6.3,29,2
1,0.31,70,64,7,260,4
1,0.31,57,24,6.7,6,2
1,0.31,62,15,8.3,19,2
1,0.31,63,5,7.1,12,3
1,0.31,67,5,7.6,10,1
1,0.3,66,20,8,35,3
1,0.3,82,78,8.5,397,4
1,0.3,77,28,6.7,82,3
1,0.3,74,69,7.8,112,3
1,0.3,70,29,6.9,13,2
1,0.3,44,14,7,8,3
1,0.3,77,106,6.8,1659,4
1,0.3,82,72,7.8,295,3
1,0.3,62,5,6.5,29,2
1,0.3,78,71,6.2,82,3
1,0.3,82,46,7.8,358,4
1,0.3,85,54,9,142,4
1,0.3,41,25,4.1,14,2
1,0.3,60,17,5.9,11,2
1,0.3,69,48,6.3,108,4
1,0.3,62,16,7.6,7,1
1,0.29,54,11,7.5,26,3
1,0.29,71,16,7.3,20,2
1,0.29,83,64,8.4,259,4
1,0.29,85,42,8.9,141,3
1,0.29,82,53,8.7,102,4
1,0.29,67,22,7.3,8,1
1,0.29,76,36,7.2,21,3
1,0.29,58,42,5.3,21,3
1,0.29,78,35,8.6,84,3
1,0.28,90,77,7.3,146,4
1,0.28,81,71,8.7,87,1
1,0.28,80,21,6.2,1489,4
1,0.28,51,15,4.9,19,1
1,0.28,60,35,6,8,2
1,0.28,67,20,4.6,274,4
1,0.28,43,7,4.9,8,2
1,0.28,38,21,6.3,23,3
1,0.28,52,22,6.9,17,3
1,0.28,54,56,7.8,44,4
1,0.28,79,52,8.3,160,3
1,0.28,77,32,8.4,93,4
1,0.28,79,28,8.9,20,4
1,0.28,74,18,8.3,19,1
1,0.28,79,76,8.1,107,3
1,0.27,78,37,8.1,60,3
1,0.27,67,37,7.1,199,4
1,0.27,45,43,5.9,52,3
1,0.27,67,22,7.8,53,4
1,0.27,64,41,7.3,70,3
1,0.27,80,22,8.5,35,4
1,0.27,71,5,8.1,14,2
1,0.27,58,47,6.2,28,3
1,0.27,55,31,7.1,14,4
1,0.27,80,54,7.3,84,3
1,0.27,84,27,8.7,15,1
1,0.27,77,13,7.2,12,1
1,0.27,56,51,7.3,58,4
1,0.27,65,25,6.3,39,2
1,0.26,60,18,7,27,1
1,0.26,71,70,7,87,2
1,0.26,65,19,7.5,27,3
1,0.26,62,25,5.9,140,4
1,0.26,83,41,8.7,38,3
1,0.26,75,34,9.3,49,4
1,0.26,69,24,7.8,22,3
1,0.26,73,69,8.2,141,4
1,0.26,55,57,5.5,31,1
1,0.26,86,65,5.1,1438,4
1,0.26,74,57,7.5,96,3
1,0.26,62,49,7.4,368,4
1,0.26,77,53,7.4,20,3
1,0.26,72,7,9.3,18,1
1,0.26,57,25,8,8,1
1,0.26,60,51,6.3,26,2
1,0.25,88,76,8.5,4378,4
1,0.25,57,25,7.4,57,3
1,0.25,62,38,7.1,46,4
1,0.25,82,43,7.1,96,3
1,0.25,68,44,8.2,56,4
1,0.25,76,54,7.8,191,4
1,0.25,44,13,7,11,3
1,0.25,83,36,8.4,104,4
1,0.25,87,13,5.6,65,2
1,0.25,65,5,4,6,2
1,0.25,73,42,7.4,109,2
1,0.25,39,13,5.8,11,1
1,0.25,73,9,6.6,14,3
1,0.25,69,25,7.7,9,3
1,0.25,63,11,6.9,11,2
1,0.25,92,33,8.4,41,3
1,0.25,73,22,7.8,19,2
1,0.25,75,59,7.3,89,4
1,0.25,57,28,6.7,7,2
1,0.24,69,29,8.8,68,3
1,0.24,78,20,7.7,6,1
1,0.24,59,7,6.7,15,3
1,0.24,75,17,8.8,24,3
1,0.24,85,40,5.3,1471,4
1,0.24,80,53,7.1,65,2
1,0.24,73,54,7.8,117,3
1,0.24,71,31,7.1,98,2
1,0.24,73,6,8.6,5,2
1,0.24,80,34,7.8,46,3
1,0.24,80,53,7.4,312,3
1,0.24,65,8,7.3,8,1
1,0.24,67,21,9,26,2
1,0.24,55,17,6,7,1
1,0.24,68,57,6.3,29,3
1,0.24,76,68,7.6,96,3
1,0.24,58,51,6,41,3
1,0.24,68,38,6.8,20,2
1,0.24,70,30,7.7,21,3
1,0.23,60,4,7.2,23,2
1,0.23,39,10,7,47,4
1,0.23,82,45,4.5,4533,4
1,0.23,90,59,8.8,328,3
1,0.23,61,27,7.2,221,4
1,0.23,74,25,7.1,36,2
1,0.23,59,11,7,4,2
1,0.23,73,39,7.3,20,3
1,0.23,78,37,6.6,19,4
1,0.23,74,14,8,8,2
1,0.23,81,36,7.8,21,4
1,0.23,51,48,6.2,49,3
1,0.22,73,37,8.7,23,3
1,0.22,64,7,7.1,7,1
1,0.22,84,10,7.7,1470,4
1,0.22,88,56,7.7,569,4
1,0.22,58,30,5.1,38,1
1,0.22,62,6,8,4,2
1,0.22,41,8,5,11,3
1,0.22,78,40,7.8,107,4
1,0.22,79,56,8,226,4
1,0.22,80,37,7.9,29,4
1,0.22,46,5,6.8,5,1
1,0.22,47,25,7.8,12,3
1,0.22,64,41,8.5,19,3
1,0.22,56,33,7.4,21,4
1,0.22,80,12,6.9,27,2
1,0.22,80,8,6.9,22,2
1,0.22,75,46,7.4,33,1
1,0.22,68,38,7.3,269,4
1,0.22,81,15,9,21,1
1,0.22,62,4,7.3,12,2
1,0.22,56,22,8.4,9,1
1,0.22,55,42,6.4,24,3
1,0.22,55,26,6.8,20,3
1,0.22,85,44,8.2,44,2
1,0.22,63,20,6.9,13,3
1,0.22,49,17,5.7,13,3
1,0.21,79,77,8.1,165,4
1,0.21,78,32,8.2,28,3
1,0.21,74,35,8.1,39,3
1,0.21,83,73,8.5,625,3
1,0.21,67,19,7.8,19,4
1,0.21,76,23,7.3,18,2
1,0.21,59,36,4.3,24,1
1,0.21,64,41,6.9,262,4
1,0.21,75,15,7.5,221,3
1,0.21,38,42,5,46,3
1,0.21,73,36,8.6,53,4
1,0.21,51,7,3.6,16,1
1,0.21,68,27,8.8,16,4
1,0.21,64,22,7.2,9,1
1,0.21,70,30,6.8,19,3
1,0.21,43,51,5.6,70,3
1,0.21,66,53,7.6,70,3
1,0.21,66,18,4.5,4,2
1,0.21,85,55,8.2,21,4
1,0.21,84,23,8.3,39,4
1,0.21,60,43,7.8,17,4
1,0.21,70,52,7.5,48,4
1,0.21,27,7,5.1,14,2
1,0.21,81,33,8.6,31,1
1,0.2,48,9,4.3,7,1
1,0.2,72,54,8.1,118,4
1,0.2,81,14,7.6,22,1
1,0.2,83,30,8.4,14,3
1,0.2,70,4,8.7,11,2
1,0.2,54,10,7,10,3
1,0.2,77,47,8.9,40,4
1,0.2,52,44,7.5,20,3
1,0.2,58,17,5.7,18,3
1,0.2,50,26,5,14,3
1,0.2,67,6,7,8,3
1,0.2,61,4,7.6,10,2
1,0.2,84,68,8.8,184,4
1,0.2,61,18,6.8,6,2
1,0.2,69,12,8.2,26,2
1,0.2,62,46,6.6,8,3
1,0.2,67,44,7.9,34,3
1,0.2,78,17,6.5,41,4
1,0.2,80,57,7.5,79,3
1,0.2,60,16,5.2,9,1
1,0.2,68,15,6,6,1
1,0.19,75,49,7.6,120,3
1,0.19,58,35,7.7,70,4
1,0.19,54,30,6.9,28,3
1,0.19,78,46,5.6,32,2
1,0.19,69,6,8,6,2
1,0.19,58,43,5,152,4
1,0.19,43,22,5.3,16,3
1,0.19,56,6,6,4,2
1,0.19,78,75,8.5,495,3
1,0.19,36,7,6.4,17,3
1,0.19,77,32,8.2,87,3
1,0.19,67,18,8.8,19,4
1,0.19,38,10,3.9,7,2
1,0.19,74,24,7.8,19,4
1,0.19,85,26,7.1,216,4
1,0.19,71,18,5.1,15,2
1,0.19,44,31,5.4,24,3
1,0.19,45,33,5.8,33,4
1,0.19,68,5,7.4,127,3
1,0.19,32,28,3.6,587,2
1,0.19,59,69,6,61,3
1,0.19,53,8,6.1,10,3
1,0.19,81,30,8.3,8,3
1,0.19,61,32,4,6,3
1,0.19,63,10,8.2,5,1
1,0.19,46,21,5.6,19,2
1,0.18,55,46,5.8,30,3
1,0.18,59,31,7.3,49,3
1,0.18,55,50,6.4,58,3
1,0.18,70,10,3,1463,4
1,0.18,87,17,9,126,4
1,0.18,61,33,3.7,78,1
1,0.18,58,18,7.9,22,4
1,0.18,62,26,7.3,24,3
1,0.18,43,31,5.5,49,3
1,0.18,70,30,7.5,46,4
1,0.18,71,39,7.4,169,3
1,0.18,43,37,6.3,19,3
1,0.18,51,34,7,15,2
1,0.18,53,6,6,8,1
1,0.18,60,12,7.1,8,2
1,0.18,59,50,6,36,3
1,0.18,77,71,7.8,188,3
1,0.18,68,39,8.2,332,4
1,0.18,63,13,3.5,27,1
1,0.18,57,50,6.8,33,3
1,0.18,52,26,8.5,14,3
1,0.18,67,35,6.6,25,2
1,0.18,47,51,5,72,3
1,0.18,79,30,9.1,31,3
1,0.18,68,26,5.8,10,2
1,0.18,89,19,8.7,25,3
1,0.18,38,45,2.9,44,4
1,0.18,51,14,6.3,15,4
1,0.18,82,6,8.6,37,1
1,0.17,72,15,9.1,39,3
1,0.17,55,24,6.9,19,3
1,0.17,61,37,7.9,29,3
1,0.17,83,34,8.4,60,3
1,0.17,69,28,6.2,49,1
1,0.17,77,46,7.9,1238,4
1,0.17,82,37,8.1,89,4
1,0.17,83,9,7.7,131,4
1,0.17,63,21,8.3,14,3
1,0.17,65,28,6.6,48,4
1,0.17,47,6,6.6,5,3
1,0.17,64,38,6.8,11,2
1,0.17,26,7,3.8,8,3
1,0.17,81,51,3.3,29,2
1,0.17,74,8,5.3,4,3
1,0.17,47,21,6.3,160,1
1,0.17,86,5,7.7,207,4
1,0.17,71,34,7.1,133,1
1,0.17,72,48,7.5,60,4
1,0.17,76,15,5.5,17,2
1,0.17,68,33,7.1,23,4
1,0.17,42,59,4.7,22,3
1,0.17,84,47,8,22,3
1,0.17,58,21,7.8,5,3
1,0.17,66,33,7.7,22,4
1,0.17,86,39,8.3,19,3
1,0.17,70,20,8.5,13,3
1,0.17,70,11,7.8,6,2
1,0.17,43,5,4,5,3
1,0.17,53,6,5.8,4,1
1,0.17,53,27,7.4,13,3
1,0.17,70,13,7.4,16,2
1,0.17,73,13,7,6,2
1,0.17,62,11,6.3,4,2
1,0.17,51,19,7.5,17,3
1,0.17,71,33,8.2,5,1
1,0.16,86,42,6.8,1594,4
1,0.16,78,61,7.5,91,2
1,0.16,91,27,8.6,1847,3
1,0.16,65,69,6.4,110,4
1,0.16,68,67,8,88,4
1,0.16,68,38,4.4,40,4
1,0.16,61,38,6.8,106,3
1,0.16,84,22,8.1,1263,4
1,0.16,79,9,8.3,12,2
1,0.16,61,10,5.8,4,2
1,0.16,62,9,6.7,46,2
1,0.16,76,11,8.9,41,4
1,0.16,67,9,5.2,5,2
1,0.16,60,26,4.3,77,1
1,0.16,68,7,6.8,38,3
1,0.16,86,23,6.9,23,2
1,0.16,50,5,6.8,11,3
1,0.16,58,39,4.4,136,4
1,0.16,58,22,8,46,3
1,0.16,59,24,7.3,28,3
1,0.16,65,70,6.2,57,4
1,0.16,77,44,8.8,23,4
1,0.16,60,12,7.1,9,2
1,0.16,70,55,7,6,4
1,0.16,83,52,7.8,36,3
1,0.16,47,5,4.2,5,1
1,0.16,65,56,7.1,21,3
1,0.16,54,11,5.5,8,1
1,0.16,33,6,7.5,18,1
